# Time	E	I	Z
1.549999999999999989e-01 2.095319438484244123e-01 1.235029858410295611e-01 1.033929672683614742e-01
1.600000000000000033e-01 2.132397881010454910e-01 1.264064767503581266e-01 1.066175223908865100e-01
1.650000000000000078e-01 2.169473104999736501e-01 1.293457205462203441e-01 1.098734037215402665e-01
1.700000000000000122e-01 2.206533219368529697e-01 1.323200440314885040e-01 1.131595010041005628e-01
1.750000000000000167e-01 2.243566957108752702e-01 1.353287030205801433e-01 1.164746612909774853e-01
1.799999999999999933e-01 2.280563671550189797e-01 1.383708848004864544e-01 1.198176941403607948e-01
1.849999999999999978e-01 2.317513328912722270e-01 1.414457111290954860e-01 1.231873769149348791e-01
1.900000000000000022e-01 2.354406497604920323e-01 1.445522417379828395e-01 1.265824601244046332e-01
1.950000000000000067e-01 2.391234334713360499e-01 1.476894782981769405e-01 1.300016727559953345e-01
2.000000000000000111e-01 2.427988570109117783e-01 1.508563687997030445e-01 1.334437275399798783e-01
2.050000000000000155e-01 2.464661488575496107e-01 1.540518122891930686e-01 1.369073261010188558e-01
2.099999999999999922e-01 2.501245910335362921e-01 1.572746639046952166e-01 1.403911639505293074e-01
2.149999999999999967e-01 2.537735170328482281e-01 1.605237401431520994e-01 1.438939352802686422e-01
2.200000000000000011e-01 2.574123096559885471e-01 1.637978242939057139e-01 1.474143375226728836e-01
2.250000000000000056e-01 2.610403987810353543e-01 1.670956719710370297e-01 1.509510756490636540e-01
2.300000000000000100e-01 2.646572590970132643e-01 1.704160166783097452e-01 1.545028661824867922e-01
2.350000000000000144e-01 2.682624078227610065e-01 1.737575753428571568e-01 1.580684409075295838e-01
2.399999999999999911e-01 2.718554024316230944e-01 1.771190537573838208e-01 1.616465502648604391e-01
2.449999999999999956e-01 2.754358383995783033e-01 1.804991518753679691e-01 1.652359664233419012e-01
2.500000000000000000e-01 2.790033469918534181e-01 1.838965689093406131e-01 1.688354860273018343e-01
2.550000000000000044e-01 2.825575931006777397e-01 1.873100081885633872e-01 1.724439326208440093e-01
2.600000000000000089e-01 2.860982731446197191e-01 1.907381817391076151e-01 1.760601587548957236e-01
2.650000000000000133e-01 2.896251130379189909e-01 1.941798145562346201e-01 1.796830477860010544e-01
2.700000000000000178e-01 2.931378662363888221e-01 1.976336485458902448e-01 1.833115153786650520e-01
2.750000000000000222e-01 2.966363118648098762e-01 2.010984461188746741e-01 1.869445107253440430e-01
2.800000000000000266e-01 3.001202529292640309e-01 2.045729934276755702e-01 1.905810174999773843e-01
2.850000000000000311e-01 3.035895146165600855e-01 2.080561032419326328e-01 1.942200545622958519e-01
2.899999999999999800e-01 3.070439426817717088e-01 2.115466174639366037e-01 1.978606764310562316e-01
2.949999999999999845e-01 3.104834019239319232e-01 2.150434092903888983e-01 2.015019735448811966e-01
2.999999999999999889e-01 3.139077747490991444e-01 2.185453850308181900e-01 2.051430723295732672e-01
3.049999999999999933e-01 3.173169598193129604e-01 2.220514855965517731e-01 2.087831350906640959e-01
3.099999999999999978e-01 3.207108707853841278e-01 2.255606876769798985e-01 2.124213597496028838e-01
3.150000000000000022e-01 3.240894351010001895e-01 2.290720046220539874e-01 2.160569794414220202e-01
3.200000000000000067e-01 3.274525929152640735e-01 2.325844870515628993e-01 2.196892619909853184e-01
3.250000000000000111e-01 3.308002960405069803e-01 2.360972232127864223e-01 2.233175092840627429e-01
3.300000000000000155e-01 3.341325069920191293e-01 2.396093391086859536e-01 2.269410565485192877e-01
3.350000000000000200e-01 3.374491980962104898e-01 2.431199984189209573e-01 2.305592715598850928e-01
3.400000000000000244e-01 3.407503506636415103e-01 2.466284022357380645e-01 2.341715537845157624e-01
3.450000000000000289e-01 3.440359542233405454e-01 2.501337886362278162e-01 2.377773334724794796e-01
3.500000000000000333e-01 3.473060058148430551e-01 2.536354321116415234e-01 2.413760707112392323e-01
3.549999999999999822e-01 3.505605093344401624e-01 2.571326428734618252e-01 2.449672544501508842e-01
3.599999999999999867e-01 3.537994749322056487e-01 2.606247660547753586e-01 2.485504015047829696e-01
3.649999999999999911e-01 3.570229184564724934e-01 2.641111808242489478e-01 2.521250555490927581e-01
3.699999999999999956e-01 3.602308609425509678e-01 2.675912994287017455e-01 2.556907861025704554e-01
3.750000000000000000e-01 3.634233281426124673e-01 2.710645661789276017e-01 2.592471875185979324e-01
3.800000000000000044e-01 3.666003500938059267e-01 2.745304563920826779e-01 2.627938779794591340e-01
3.850000000000000089e-01 3.697619607218204374e-01 2.779884753026372612e-01 2.663304985026921923e-01
3.900000000000000133e-01 3.729081974772588959e-01 2.814381569526153148e-01 2.698567119627843236e-01
3.950000000000000178e-01 3.760391010023387826e-01 2.848790630706237725e-01 2.733722021315838080e-01
4.000000000000000222e-01 3.791547148255856592e-01 2.883107819480199008e-01 2.768766727402316441e-01
4.050000000000000266e-01 3.822550850823335233e-01 2.917329273194808614e-01 2.803698465649024363e-01
4.100000000000000311e-01 3.853402602589884318e-01 2.951451372542364671e-01 2.838514645381821078e-01
4.150000000000000355e-01 3.884102909591515829e-01 2.985470730632983072e-01 2.873212848874989178e-01
4.199999999999999845e-01 3.914652296898307182e-01 3.019384182271734884e-01 2.907790823016602744e-01
4.249999999999999889e-01 3.945051306660960488e-01 3.053188773477832907e-01 2.942246471262264240e-01
4.299999999999999933e-01 3.975300496326576449e-01 3.086881751276145391e-01 2.976577845881723805e-01
4.349999999999999978e-01 4.005400437009556946e-01 3.120460553785137092e-01 3.010783140500440380e-01
4.400000000000000022e-01 4.035351712004626168e-01 3.153922800619819444e-01 3.044860682936055829e-01
4.450000000000000067e-01 4.065154915429973759e-01 3.187266283623454988e-01 3.078808928327940175e-01
4.500000000000000111e-01 4.094810650989468837e-01 3.220488957937480134e-01 3.112626452556446766e-01
4.550000000000000155e-01 4.124319530843780779e-01 3.253588933415423878e-01 3.146311945947232180e-01
4.600000000000000200e-01 4.153682174581061481e-01 3.286564466383384842e-01 3.179864207254935460e-01
4.650000000000000244e-01 4.182899208278615388e-01 3.319413951746891800e-01 3.213282137919647452e-01
4.700000000000000289e-01 4.211971263647684705e-01 3.352135915441646352e-01 3.246564736588904987e-01
4.750000000000000333e-01 4.240898977254144997e-01 3.384729007223687969e-01 3.279711093897402785e-01
4.799999999999999822e-01 4.269682989808499807e-01 3.417191993792897398e-01 3.312720387496210228e-01
4.849999999999999867e-01 4.298323945519134104e-01 3.449523752242429353e-01 3.345591877322985352e-01
4.899999999999999911e-01 4.326822491503296564e-01 3.481723263825598491e-01 3.378324901104489131e-01
4.949999999999999956e-01 4.355179277250750269e-01 3.513789608030900569e-01 3.410918870082589871e-01
5.000000000000000000e-01 4.383394954135480526e-01 3.545721956955215637e-01 3.443373264954928126e-01
5.050000000000000044e-01 4.411470174971232616e-01 3.577519569964773272e-01 3.475687632021428053e-01
5.100000000000000089e-01 4.439405593607030354e-01 3.609181788633146204e-01 3.507861579527939422e-01
5.150000000000000133e-01 4.467201864559161573e-01 3.640708031945353862e-01 3.539894774198408256e-01
5.200000000000000178e-01 4.494859642676413136e-01 3.672097791757075180e-01 3.571786937947152296e-01
5.250000000000000222e-01 4.522379582835638345e-01 3.703350628497991681e-01 3.603537844762995102e-01
5.300000000000000266e-01 4.549762339664981114e-01 3.734466167108369539e-01 3.635147317757244090e-01
5.350000000000000311e-01 4.577008567292322194e-01 3.765444093198149766e-01 3.666615226367720415e-01
5.400000000000000355e-01 4.604118919116730879e-01 3.796284149418020504e-01 3.697941483711306709e-01
5.450000000000000400e-01 4.631094047600896602e-01 3.826986132032200727e-01 3.729126044077730739e-01
5.500000000000000444e-01 4.657934604082695773e-01 3.857549887682947820e-01 3.760168900557572247e-01
5.550000000000000488e-01 4.684641238604215774e-01 3.887975310337109525e-01 3.791070082797745044e-01
5.600000000000000533e-01 4.711214599756698429e-01 3.918262338405372192e-01 3.821829654877981763e-01
5.650000000000000577e-01 4.737655334540010754e-01 3.948410952025199205e-01 3.852447713302112886e-01
5.700000000000000622e-01 4.763964088235370098e-01 3.978421170498803172e-01 3.882924385098199815e-01
5.750000000000000666e-01 4.790141504290160723e-01 4.008293049877851844e-01 3.913259826021843746e-01
5.799999999999999600e-01 4.816188224213788227e-01 4.038026680686961911e-01 3.943454218857256888e-01
5.849999999999999645e-01 4.842104887483604236e-01 4.067622185778395072e-01 3.973507771810919076e-01
5.899999999999999689e-01 4.867892131460025973e-01 4.097079718310708274e-01 4.003420716992901474e-01
5.949999999999999734e-01 4.893550591310049103e-01 4.126399459844470874e-01 4.033193308981173897e-01
5.999999999999999778e-01 4.919080899938422791e-01 4.155581618548479517e-01 4.062825823464434327e-01
6.049999999999999822e-01 4.944483687925823046e-01 4.184626427510242386e-01 4.092318555959230664e-01
6.099999999999999867e-01 4.969759583473414843e-01 4.213534143144814226e-01 4.121671820597350155e-01
6.149999999999999911e-01 4.994909212353250694e-01 4.242305043696372735e-01 4.150885948979665674e-01
6.199999999999999956e-01 5.019933197864002716e-01 4.270939427827218915e-01 4.179961289092815613e-01
6.250000000000000000e-01 5.044832160791562492e-01 4.299437613289169846e-01 4.208898204285289046e-01
6.300000000000000044e-01 5.069606719374092352e-01 4.327799935672589360e-01 4.237697072299663748e-01
6.350000000000000089e-01 5.094257489271145634e-01 4.356026747228548546e-01 4.266358284357922304e-01
6.400000000000000133e-01 5.118785083536498970e-01 4.384118415759873932e-01 4.294882244296928109e-01
6.450000000000000178e-01 5.143190112594384633e-01 4.412075323577064334e-01 4.323269367751304548e-01
6.500000000000000222e-01 5.167473184218827065e-01 4.439897866515291058e-01 4.351520081381110017e-01
6.550000000000000266e-01 5.191634903515817134e-01 4.467586453008908220e-01 4.379634822141838524e-01
6.600000000000000311e-01 5.215675872908082100e-01 4.495141503220102530e-01 4.407614036594414419e-01
6.650000000000000355e-01 5.239596692122227006e-01 4.522563448218509530e-01 4.435458180252973004e-01
6.700000000000000400e-01 5.263397958178045455e-01 4.549852729208801461e-01 4.463167716968348131e-01
6.750000000000000444e-01 5.287080265379815458e-01 4.577009796803429564e-01 4.490743118345289497e-01
6.800000000000000488e-01 5.310644205309402732e-01 4.604035110337865166e-01 4.518184863191555545e-01
6.850000000000000533e-01 5.334090366821030438e-01 4.630929137225840986e-01 4.545493436997119496e-01
6.900000000000000577e-01 5.357419336037559932e-01 4.657692352352241216e-01 4.572669331441832075e-01
6.950000000000000622e-01 5.380631696348155968e-01 4.684325237501422157e-01 4.599713043929969380e-01
7.000000000000000666e-01 5.403728028407224215e-01 4.710828280818885605e-01 4.626625077150189336e-01
7.049999999999999600e-01 5.426708910134502295e-01 4.737201976304339368e-01 4.653405938659493923e-01
7.099999999999999645e-01 5.449574916716211082e-01 4.763446823334304692e-01 4.680056140489881611e-01
7.149999999999999689e-01 5.472326620607175229e-01 4.789563326212535332e-01 4.706576198776443731e-01
7.199999999999999734e-01 5.494964591533824105e-01 4.815551993746613468e-01 4.732966633405724100e-01
7.249999999999999778e-01 5.517489396498002074e-01 4.841413338849193670e-01 4.759227967683235527e-01
7.299999999999999822e-01 5.539901599781515973e-01 4.867147878162446650e-01 4.785360728019082965e-01
7.349999999999999867e-01 5.562201762951355377e-01 4.892756131704347755e-01 4.811365443630705729e-01
7.399999999999999911e-01 5.584390444865525716e-01 4.918238622535536231e-01 4.837242646261799561e-01
7.449999999999999956e-01 5.606468201679442043e-01 4.943595876445540660e-01 4.862992869916542005e-01
7.500000000000000000e-01 5.628435586852833517e-01 4.968828421657245920e-01 4.888616650608285652e-01
7.550000000000000044e-01 5.650293151157113059e-01 4.993936788548538064e-01 4.914114526121932669e-01
7.600000000000000089e-01 5.672041442683168899e-01 5.018921509390132929e-01 4.939487035789248970e-01
7.650000000000000133e-01 5.693681006849542481e-01 5.043783118098640328e-01 4.964734720276417490e-01
7.700000000000000178e-01 5.715212386410953860e-01 5.068522150003998972e-01 4.989858121383170531e-01
7.750000000000000222e-01 5.736636121467150184e-01 5.093139141630428357e-01 5.014857781852871677e-01
7.800000000000000266e-01 5.757952749472033949e-01 5.117634630490138781e-01 5.039734245192960538e-01
7.850000000000000311e-01 5.779162805243059919e-01 5.142009154889053413e-01 5.064488055505206310e-01
7.900000000000000355e-01 5.800266820970861881e-01 5.166263253743851314e-01 5.089119757325234472e-01
7.950000000000000400e-01 5.821265326229096981e-01 5.190397466409686356e-01 5.113629895470841458e-01
8.000000000000000444e-01 5.842158847984478820e-01 5.214412332517971427e-01 5.138019014898614900e-01
8.050000000000000488e-01 5.862947910606982616e-01 5.238308391823641719e-01 5.162287660568428693e-01
8.100000000000000533e-01 5.883633035880205808e-01 5.262086184061371963e-01 5.186436377315384316e-01
8.150000000000000577e-01 5.904214743011869659e-01 5.285746248810225811e-01 5.210465709728805406e-01
8.200000000000000622e-01 5.924693548644438534e-01 5.309289125366261075e-01 5.234376202037913650e-01
8.250000000000000666e-01 5.945069966865850208e-01 5.332715352622644511e-01 5.258168398003830735e-01
8.300000000000000711e-01 5.965344509220344982e-01 5.356025468956843172e-01 5.281842840817567719e-01
8.349999999999999645e-01 5.985517684719378062e-01 5.379220012124499295e-01 5.305400073003696537e-01
8.399999999999999689e-01 6.005589999852605221e-01 5.402299519159606822e-01 5.328840636329389424e-01
8.449999999999999734e-01 6.025561958598931733e-01 5.425264526280640931e-01 5.352165071718564260e-01
8.499999999999999778e-01 6.045434062437617939e-01 5.448115568802298636e-01 5.375373919170848280e-01
8.549999999999999822e-01 6.065206810359431433e-01 5.470853181052546255e-01 5.398467717685119238e-01
8.599999999999999867e-01 6.084880698877834782e-01 5.493477896294662877e-01 5.421447005187384205e-01
8.649999999999999911e-01 6.104456222040207658e-01 5.515990246654018936e-01 5.444312318462768419e-01
8.699999999999999956e-01 6.123933871439094512e-01 5.538390763049311216e-01 5.467064193091399904e-01
8.750000000000000000e-01 6.143314136223468891e-01 5.560679975128010044e-01 5.489703163387987805e-01
8.800000000000000044e-01 6.162597503110012198e-01 5.582858411205794402e-01 5.512229762344902362e-01
8.850000000000000089e-01 6.181784456394399108e-01 5.604926598209741817e-01 5.534644521578584442e-01
8.900000000000000133e-01 6.200875477962591864e-01 5.626885061625073181e-01 5.556947971279093679e-01
8.950000000000000178e-01 6.219871047302125699e-01 5.648734325445251558e-01 5.579140640162654208e-01
9.000000000000000222e-01 6.238771641513396471e-01 5.670474912125257339e-01 5.601223055427033692e-01
9.050000000000000266e-01 6.257577735320934975e-01 5.692107342537858772e-01 5.623195742709605760e-01
9.100000000000000311e-01 6.276289801084674602e-01 5.713632135932716904e-01 5.645059226047969281e-01
9.150000000000000355e-01 6.294908308811197895e-01 5.735049809898166151e-01 5.666814027842990154e-01
9.200000000000000400e-01 6.313433726164970894e-01 5.756360880325532836e-01 5.688460668824134592e-01
9.250000000000000444e-01 6.331866518479551953e-01 5.777565861375845158e-01 5.709999668016986218e-01
9.300000000000000488e-01 6.350207148768782783e-01 5.798665265448803563e-01 5.731431542712833727e-01
9.350000000000000533e-01 6.368456077737952858e-01 5.819659603153899408e-01 5.752756808440220304e-01
9.400000000000000577e-01 6.386613763794932730e-01 5.840549383283550888e-01 5.773975978938359344e-01
9.450000000000000622e-01 6.404680663061285140e-01 5.861335112788159663e-01 5.795089566132319847e-01
9.500000000000000666e-01 6.422657229383340605e-01 5.882017296752977131e-01 5.816098080109893820e-01
9.550000000000000711e-01 6.440543914343240806e-01 5.902596438376683796e-01 5.837002029100056832e-01
9.599999999999999645e-01 6.458341167269953109e-01 5.923073038951589542e-01 5.857801919452948480e-01
9.649999999999999689e-01 6.476049435250245123e-01 5.943447597845370467e-01 5.878498255621286139e-01
9.699999999999999734e-01 6.493669163139624834e-01 5.963720612484253447e-01 5.899091540143149848e-01
9.749999999999999778e-01 6.511200793573244106e-01 5.983892578337578483e-01 5.919582273626066149e-01
9.799999999999999822e-01 6.528644766976762215e-01 6.003963988903657789e-01 5.939970954732317621e-01
9.849999999999999867e-01 6.546001521577172744e-01 6.023935335696866122e-01 5.960258080165433681e-01
9.899999999999999911e-01 6.563271493413589397e-01 6.043807108235891290e-01 5.980444144657784955e-01
9.949999999999999956e-01 6.580455116347988520e-01 6.063579794033095993e-01 6.000529640959237909e-01
1.000000000000000000e+00 6.597552822075916090e-01 6.083253878584912178e-01 6.020515059826815341e-01
1.005000000000000115e+00 6.614565040137146967e-01 6.102829845363227923e-01 6.040400890015305002e-01
1.010000000000000009e+00 6.631492197926303067e-01 6.122308175807706920e-01 6.060187618268779719e-01
1.015000000000000124e+00 6.648334720703431566e-01 6.141689349318995017e-01 6.079875729312974597e-01
1.020000000000000018e+00 6.665093031604536478e-01 6.160973843252760540e-01 6.099465705848483577e-01
1.024999999999999911e+00 6.681767551652064707e-01 6.180162132914527318e-01 6.118958028544732031e-01
1.030000000000000027e+00 6.698358699765352142e-01 6.199254691555262653e-01 6.138353176034686554e-01
1.034999999999999920e+00 6.714866892771024220e-01 6.218251990367666959e-01 6.157651624910268628e-01
1.040000000000000036e+00 6.731292545413348760e-01 6.237154498483142850e-01 6.176853849718429990e-01
1.044999999999999929e+00 6.747636070364546601e-01 6.255962682969398170e-01 6.195960322957866362e-01
1.050000000000000044e+00 6.763897878235053396e-01 6.274677008828648539e-01 6.214971515076327391e-01
1.054999999999999938e+00 6.780078377583743654e-01 6.293297938996395002e-01 6.233887894468500557e-01
1.060000000000000053e+00 6.796177974928098164e-01 6.311825934340733468e-01 6.252709927474436880e-01
1.064999999999999947e+00 6.812197074754334780e-01 6.330261453662181514e-01 6.271438078378489545e-01
1.070000000000000062e+00 6.828136079527489244e-01 6.348604953693987030e-01 6.290072809408747689e-01
1.074999999999999956e+00 6.843995389701450494e-01 6.366856889102886496e-01 6.308614580736927602e-01
1.080000000000000071e+00 6.859775403728950449e-01 6.385017712490307362e-01 6.327063850478711338e-01
1.084999999999999964e+00 6.875476518071508281e-01 6.403087874393970091e-01 6.345421074694502783e-01
1.090000000000000080e+00 6.891099127209326936e-01 6.421067823289877685e-01 6.363686707390578956e-01
1.094999999999999973e+00 6.906643623651145258e-01 6.438958005594677125e-01 6.381861200520622113e-01
1.100000000000000089e+00 6.922110397944045701e-01 6.456758865668359437e-01 6.399945003987609349e-01
1.104999999999999982e+00 6.937499838683208742e-01 6.474470845817290598e-01 6.417938565646045257e-01
1.110000000000000098e+00 6.952812332521632888e-01 6.492094386297549979e-01 6.435842331304510999e-01
1.114999999999999991e+00 6.968048264179796947e-01 6.509629925318560772e-01 6.453656744728526462e-01
1.120000000000000107e+00 6.983208016455284550e-01 6.527077899046995757e-01 6.471382247643699959e-01
1.125000000000000000e+00 6.998291970232360937e-01 6.544438741610945076e-01 6.489019279739155488e-01
1.130000000000000115e+00 7.013300504491501997e-01 6.561712885104327153e-01 6.506568278671217564e-01
1.135000000000000009e+00 7.028233996318878907e-01 6.578900759591534975e-01 6.524029680067346959e-01
1.140000000000000124e+00 7.043092820915800578e-01 6.596002793112297757e-01 6.541403917530314027e-01
1.145000000000000018e+00 7.057877351608103922e-01 6.613019411686750226e-01 6.558691422642585200e-01
1.150000000000000133e+00 7.072587959855504147e-01 6.629951039320699513e-01 6.575892624970932632e-01
1.155000000000000027e+00 7.087225015260899541e-01 6.646798098011069689e-01 6.593007952071231470e-01
1.159999999999999920e+00 7.101788885579629618e-01 6.663561007751525045e-01 6.610037829493454753e-01
1.165000000000000036e+00 7.116279936728687749e-01 6.680240186538252134e-01 6.626982680786842606e-01
1.169999999999999929e+00 7.130698532795890499e-01 6.696836050375893912e-01 6.643842927505240192e-01
1.175000000000000044e+00 7.145045036049004761e-01 6.713349013283631539e-01 6.660618989212598873e-01
1.179999999999999938e+00 7.159319806944824949e-01 6.729779487301400520e-01 6.677311283488623905e-01
1.185000000000000053e+00 7.173523204138209097e-01 6.746127882496228967e-01 6.693920225934567592e-01
1.189999999999999947e+00 7.187655584491072780e-01 6.762394606968703537e-01 6.710446230179156757e-01
1.195000000000000062e+00 7.201717303081334176e-01 6.778580066859536402e-01 6.726889707884645686e-01
1.199999999999999956e+00 7.215708713211819170e-01 6.794684666356247682e-01 6.743251068752990074e-01
1.205000000000000071e+00 7.229630166419122039e-01 6.810708807699935585e-01 6.759530720532129777e-01
1.209999999999999964e+00 7.243482012482421739e-01 6.826652891192145356e-01 6.775729069022385920e-01
1.215000000000000080e+00 7.257264599432255991e-01 6.842517315201821493e-01 6.791846518082947926e-01
1.219999999999999973e+00 7.270978273559249860e-01 6.858302476172336570e-01 6.807883469638461582e-01
1.225000000000000089e+00 7.284623379422806577e-01 6.874008768628597776e-01 6.823840323685700371e-01
1.229999999999999982e+00 7.298200259859747296e-01 6.889636585184218953e-01 6.839717478300322284e-01
1.235000000000000098e+00 7.311709255992918655e-01 6.905186316548761472e-01 6.855515329643702138e-01
1.239999999999999991e+00 7.325150707239748149e-01 6.920658351535026176e-01 6.871234271969836049e-01
1.245000000000000107e+00 7.338524951320761769e-01 6.936053077066410832e-01 6.886874697632315856e-01
1.250000000000000000e+00 7.351832324268063878e-01 6.951370878184304214e-01 6.902436997091361270e-01
1.255000000000000115e+00 7.365073160433763810e-01 6.966612138055541248e-01 6.917921558920917535e-01
1.260000000000000009e+00 7.378247792498372482e-01 6.981777237979887030e-01 6.933328769815800818e-01
1.265000000000000124e+00 7.391356551479150161e-01 6.996866557397569686e-01 6.948659014598898009e-01
1.270000000000000018e+00 7.404399766738417599e-01 7.011880473896842103e-01 6.963912676228414256e-01
1.275000000000000133e+00 7.417377765991820526e-01 7.026819363221579184e-01 6.979090135805159356e-01
1.280000000000000027e+00 7.430290875316558630e-01 7.041683599278899530e-01 6.994191772579877453e-01
1.284999999999999920e+00 7.443139419159571224e-01 7.056473554146819316e-01 7.009217963960610032e-01
1.290000000000000036e+00 7.455923720345680739e-01 7.071189598081922822e-01 7.024169085520097777e-01
1.294999999999999929e+00 7.468644100085701787e-01 7.085832099527055172e-01 7.039045511003205746e-01
1.300000000000000044e+00 7.481300877984500275e-01 7.100401425119032828e-01 7.053847612334380734e-01
1.304999999999999938e+00 7.493894372049021424e-01 7.114897939696369633e-01 7.068575759625130850e-01
1.310000000000000053e+00 7.506424898696274495e-01 7.129322006307013959e-01 7.083230321181531730e-01
1.314999999999999947e+00 7.518892772761276433e-01 7.143673986216099170e-01 7.097811663511744973e-01
1.320000000000000062e+00 7.531298307504959988e-01 7.157954238913696310e-01 7.112320151333559881e-01
1.324999999999999956e+00 7.543641814622035202e-01 7.172163122122581225e-01 7.126756147581948531e-01
1.330000000000000071e+00 7.555923604248822034e-01 7.186300991805998351e-01 7.141120013416633050e-01
1.334999999999999964e+00 7.568143984971035243e-01 7.200368202175433385e-01 7.155412108229666224e-01
1.340000000000000080e+00 7.580303263831533744e-01 7.214365105698382630e-01 7.169632789653016536e-01
1.344999999999999973e+00 7.592401746338034441e-01 7.228292053106122328e-01 7.183782413566164315e-01
1.350000000000000089e+00 7.604439736470780531e-01 7.242149393401475788e-01 7.197861334103701214e-01
1.354999999999999982e+00 7.616417536690179846e-01 7.255937473866577170e-01 7.211869903662935233e-01
1.360000000000000098e+00 7.628335447944397663e-01 7.269656640070630838e-01 7.225808472911491309e-01
1.364999999999999991e+00 7.640193769676917324e-01 7.283307235877660712e-01 7.239677390794924117e-01
1.370000000000000107e+00 7.651992799834059777e-01 7.296889603454254081e-01 7.253477004544316431e-01
1.375000000000000000e+00 7.663732834872468702e-01 7.310404083277295406e-01 7.267207659683885268e-01
1.380000000000000115e+00 7.675414169766554551e-01 7.323851014141690152e-01 7.280869700038578030e-01
1.385000000000000009e+00 7.687037098015904180e-01 7.337230733168079722e-01 7.294463467741666429e-01
1.390000000000000124e+00 7.698601911652653840e-01 7.350543575810537522e-01 7.307989303242333756e-01
1.395000000000000018e+00 7.710108901248821089e-01 7.363789875864256151e-01 7.321447545313252148e-01
1.400000000000000133e+00 7.721558355923607841e-01 7.376969965473221258e-01 7.334838531058156530e-01
1.405000000000000027e+00 7.732950563350659001e-01 7.390084175137866529e-01 7.348162595919400797e-01
1.409999999999999920e+00 7.744285809765291129e-01 7.403132833722715356e-01 7.361420073685512877e-01
1.415000000000000036e+00 7.755564379971680022e-01 7.416116268464001404e-01 7.374611296498729818e-01
1.419999999999999929e+00 7.766786557350017217e-01 7.429034804977279194e-01 7.387736594862525097e-01
1.425000000000000044e+00 7.777952623863625403e-01 7.441888767265005811e-01 7.400796297649120392e-01
1.429999999999999938e+00 7.789062860066043870e-01 7.454678477724114849e-01 7.413790732106984027e-01
1.435000000000000053e+00 7.800117545108075090e-01 7.467404257153561487e-01 7.426720223868314985e-01
1.439999999999999947e+00 7.811116956744796891e-01 7.480066424761849797e-01 7.439585096956506938e-01
1.445000000000000062e+00 7.822061371342540204e-01 7.492665298174542299e-01 7.452385673793603393e-01
1.449999999999999956e+00 7.832951063885831289e-01 7.505201193441743968e-01 7.465122275207728419e-01
1.455000000000000071e+00 7.843786307984300654e-01 7.517674425045567377e-01 7.477795220440501822e-01
1.459999999999999964e+00 7.854567375879554225e-01 7.530085305907571191e-01 7.490404827154436562e-01
1.465000000000000080e+00 7.865294538452014539e-01 7.542434147396182009e-01 7.502951411440318408e-01
1.469999999999999973e+00 7.875968065227724191e-01 7.554721259334085115e-01 7.515435287824563382e-01
1.475000000000000089e+00 7.886588224385117085e-01 7.566946950005598582e-01 7.527856769276553006e-01
1.479999999999999982e+00 7.897155282761757489e-01 7.579111526164017398e-01 7.540216167215957332e-01
1.485000000000000098e+00 7.907669505861040227e-01 7.591215293038937606e-01 7.552513791520025777e-01
1.489999999999999991e+00 7.918131157858863123e-01 7.603258554343552689e-01 7.564749950530865741e-01
1.495000000000000107e+00 7.928540501610263913e-01 7.615241612281924422e-01 7.576924951062694591e-01
1.500000000000000000e+00 7.938897798656020521e-01 7.627164767556231517e-01 7.589039098409069428e-01
1.505000000000000115e+00 7.949203309229225800e-01 7.639028319373989406e-01 7.601092696350093547e-01
1.510000000000000009e+00 7.959457292261822303e-01 7.650832565455244483e-01 7.613086047159602909e-01
1.515000000000000124e+00 7.969660005391109303e-01 7.662577802039741703e-01 7.625019451612325971e-01
1.520000000000000018e+00 7.979811704966213171e-01 7.674264323894067763e-01 7.636893208991022419e-01
1.525000000000000133e+00 7.989912646054531109e-01 7.685892424318764293e-01 7.648707617093593036e-01
1.530000000000000027e+00 7.999963082448134921e-01 7.697462395155418857e-01 7.660462972240170698e-01
1.535000000000000142e+00 8.009963266670150350e-01 7.708974526793722637e-01 7.672159569280184721e-01
1.540000000000000036e+00 8.019913449981100895e-01 7.720429108178503697e-01 7.683797701599397456e-01
1.544999999999999929e+00 8.029813882385218315e-01 7.731826426816736930e-01 7.695377661126919788e-01
1.550000000000000044e+00 8.039664812636725388e-01 7.743166768784518483e-01 7.706899738342199990e-01
1.554999999999999938e+00 8.049466488246084239e-01 7.754450418734016859e-01 7.718364222281984821e-01
1.560000000000000053e+00 8.059219155486216923e-01 7.765677659900397378e-01 7.729771400547258420e-01
1.564999999999999947e+00 8.068923059398690478e-01 7.776848774108715556e-01 7.741121559310152334e-01
1.570000000000000062e+00 8.078578443799873110e-01 7.787964041780784941e-01 7.752414983320831121e-01
1.574999999999999956e+00 8.088185551287062625e-01 7.799023741942013865e-01 7.763651955914349090e-01
1.580000000000000071e+00 8.097744623244578221e-01 7.810028152228216669e-01 7.774832759017485939e-01
1.584999999999999964e+00 8.107255899849826752e-01 7.820977548892396047e-01 7.785957673155550207e-01
1.590000000000000080e+00 8.116719620079335673e-01 7.831872206811494319e-01 7.797026977459157182e-01
1.594999999999999973e+00 8.126136021714759350e-01 7.842712399493120268e-01 7.808040949670983499e-01
1.600000000000000089e+00 8.135505341348850950e-01 7.853498399082244896e-01 7.818999866152490652e-01
1.604999999999999982e+00 8.144827814391407683e-01 7.864230476367870537e-01 7.829904001890624077e-01
